"machine_event_id","machine_id","machine_code","machine_name","started_at","temperature","vibration","pressure","rpm","power","humidity","is_breakdown"
6426,27,M-007-03,Промышленная термическая печь №3,2025-04-26 15:47:00.000 +0300,181.898390,,,,3.970232,42.432128,0
6427,27,M-007-03,Промышленная термическая печь №3,2025-05-01 07:14:00.000 +0300,181.898390,,,,3.970232,42.432128,0
6428,27,M-007-03,Промышленная термическая печь №3,2025-05-01 07:01:00.000 +0300,181.898390,,,,3.970232,42.432128,0
6429,27,M-007-03,Промышленная термическая печь №3,2025-05-01 08:41:00.000 +0300,199.081821,,,,3.561317,51.271241,0
6430,27,M-007-03,Промышленная термическая печь №3,2025-05-01 08:36:00.000 +0300,189.016761,,,,4.006076,48.801188,0
6431,27,M-007-03,Промышленная термическая печь №3,2025-05-01 08:13:00.000 +0300,184.319167,,,,3.833809,51.274240,0
6432,27,M-007-03,Промышленная термическая печь №3,2025-05-01 10:25:00.000 +0300,187.648155,,,,4.051809,39.863703,0
6433,27,M-007-03,Промышленная термическая печь №3,2025-05-14 17:57:00.000 +0300,187.648155,,,,4.051809,39.863703,0
6434,27,M-007-03,Промышленная термическая печь №3,2025-05-14 17:43:00.000 +0300,187.648155,,,,4.051809,39.863703,0
6435,27,M-007-03,Промышленная термическая печь №3,2025-05-14 20:18:00.000 +0300,183.101528,,,,4.019940,43.488035,0
6436,27,M-007-03,Промышленная термическая печь №3,2025-05-14 22:44:00.000 +0300,183.101528,,,,4.019940,43.488035,0
6437,27,M-007-03,Промышленная термическая печь №3,2025-05-14 22:23:00.000 +0300,183.101528,,,,4.019940,43.488035,0
6438,27,M-007-03,Промышленная термическая печь №3,2025-05-15 00:52:00.000 +0300,190.382793,,,,4.010370,48.317626,0
6439,27,M-007-03,Промышленная термическая печь №3,2025-05-17 09:40:00.000 +0300,190.382793,,,,4.010370,48.317626,0
6440,27,M-007-03,Промышленная термическая печь №3,2025-05-17 09:18:00.000 +0300,190.382793,,,,4.010370,48.317626,0
6441,27,M-007-03,Промышленная термическая печь №3,2025-05-17 11:23:00.000 +0300,187.418367,,,,3.480255,39.367606,0
6442,27,M-007-03,Промышленная термическая печь №3,2025-05-17 11:18:00.000 +0300,196.433904,,,,3.917998,39.777979,0
6443,27,M-007-03,Промышленная термическая печь №3,2025-05-17 11:12:00.000 +0300,191.170134,,,,4.017806,46.891280,0
6444,27,M-007-03,Промышленная термическая печь №3,2025-05-17 12:27:00.000 +0300,190.129461,,,,4.069051,50.754447,0
6445,27,M-007-03,Промышленная термическая печь №3,2025-05-18 08:12:00.000 +0300,190.129461,,,,4.069051,50.754447,0
6446,27,M-007-03,Промышленная термическая печь №3,2025-05-18 08:08:00.000 +0300,190.129461,,,,4.069051,50.754447,0
6447,27,M-007-03,Промышленная термическая печь №3,2025-05-18 09:45:00.000 +0300,186.017957,,,,3.547393,48.188038,0
6448,27,M-007-03,Промышленная термическая печь №3,2025-05-18 09:00:00.000 +0300,185.518293,,,,3.798008,41.421247,0
6449,27,M-007-03,Промышленная термическая печь №3,2025-05-18 08:56:00.000 +0300,202.782129,,,,3.750639,45.415236,0
6450,27,M-007-03,Промышленная термическая печь №3,2025-05-18 11:54:00.000 +0300,184.003745,,,,4.091774,46.253790,0
6451,27,M-007-03,Промышленная термическая печь №3,2025-05-18 13:16:00.000 +0300,184.003745,,,,4.091774,46.253790,0
6452,27,M-007-03,Промышленная термическая печь №3,2025-05-18 12:53:00.000 +0300,184.003745,,,,4.091774,46.253790,0
6453,27,M-007-03,Промышленная термическая печь №3,2025-05-18 15:56:00.000 +0300,202.900923,,,,4.095094,49.104343,0
6454,27,M-007-03,Промышленная термическая печь №3,2025-05-19 07:21:00.000 +0300,202.900923,,,,4.095094,49.104343,0
6455,27,M-007-03,Промышленная термическая печь №3,2025-05-19 07:09:00.000 +0300,202.900923,,,,4.095094,49.104343,0
6456,27,M-007-03,Промышленная термическая печь №3,2025-05-19 09:34:00.000 +0300,187.740951,,,,4.110793,50.199147,0
6457,27,M-007-03,Промышленная термическая печь №3,2025-05-21 14:16:00.000 +0300,187.740951,,,,4.110793,50.199147,0
6458,27,M-007-03,Промышленная термическая печь №3,2025-05-21 14:06:00.000 +0300,187.740951,,,,4.110793,50.199147,0
6459,27,M-007-03,Промышленная термическая печь №3,2025-05-21 15:12:00.000 +0300,192.994609,,,,3.999394,47.705391,0
6460,27,M-007-03,Промышленная термическая печь №3,2025-05-22 10:30:00.000 +0300,192.994609,,,,3.999394,47.705391,0
6461,27,M-007-03,Промышленная термическая печь №3,2025-05-22 10:20:00.000 +0300,192.994609,,,,3.999394,47.705391,0
6462,27,M-007-03,Промышленная термическая печь №3,2025-05-22 12:27:26.515 +0300,194.754759,,,,3.838783,42.111009,1
6463,27,M-007-03,Промышленная термическая печь №3,2025-05-22 12:57:00.000 +0300,191.155501,,,,3.956190,50.112488,0
6464,27,M-007-03,Промышленная термическая печь №3,2025-05-28 11:28:00.000 +0300,191.155501,,,,3.956190,50.112488,0
6465,27,M-007-03,Промышленная термическая печь №3,2025-05-28 11:03:00.000 +0300,191.155501,,,,3.956190,50.112488,0
6466,27,M-007-03,Промышленная термическая печь №3,2025-05-28 13:23:00.000 +0300,189.055400,,,,3.517672,52.322631,0
6467,27,M-007-03,Промышленная термическая печь №3,2025-05-28 13:18:00.000 +0300,201.075724,,,,4.276518,41.251854,0
6468,27,M-007-03,Промышленная термическая печь №3,2025-05-28 12:58:00.000 +0300,199.565593,,,,4.016636,46.631174,0
6469,27,M-007-03,Промышленная термическая печь №3,2025-05-28 14:28:00.000 +0300,189.784665,,,,3.501859,41.515879,0
6470,27,M-007-03,Промышленная термическая печь №3,2025-05-28 14:23:00.000 +0300,182.429436,,,,4.124149,41.494621,0
6471,27,M-007-03,Промышленная термическая печь №3,2025-05-28 14:09:00.000 +0300,198.284739,,,,3.969139,48.144931,0
6472,27,M-007-03,Промышленная термическая печь №3,2025-05-28 15:28:00.000 +0300,186.185873,,,,4.087976,39.971780,0
6473,27,M-007-03,Промышленная термическая печь №3,2025-06-03 06:37:00.000 +0300,186.185873,,,,4.087976,39.971780,0
6474,27,M-007-03,Промышленная термическая печь №3,2025-06-03 06:28:00.000 +0300,186.185873,,,,4.087976,39.971780,0
6475,27,M-007-03,Промышленная термическая печь №3,2025-06-03 09:06:00.000 +0300,191.933463,,,,3.499540,44.809112,0
6476,27,M-007-03,Промышленная термическая печь №3,2025-06-03 09:01:00.000 +0300,193.014365,,,,4.266054,45.635869,0
6477,27,M-007-03,Промышленная термическая печь №3,2025-06-03 08:50:00.000 +0300,190.780850,,,,4.095255,46.498567,0
6478,27,M-007-03,Промышленная термическая печь №3,2025-06-03 10:54:00.000 +0300,183.876330,,,,3.972187,51.046380,0
6479,27,M-007-03,Промышленная термическая печь №3,2025-06-03 09:05:00.000 +0300,189.022219,,,,4.037389,42.024589,0
6480,27,M-007-03,Промышленная термическая печь №3,2025-06-03 08:58:00.000 +0300,181.801907,,,,4.035294,32.903909,0
6481,27,M-007-03,Промышленная термическая печь №3,2025-06-03 10:34:00.000 +0300,193.774926,,,,3.902529,46.739306,0
6482,27,M-007-03,Промышленная термическая печь №3,2025-06-16 14:19:00.000 +0300,183.876330,,,,3.972187,51.046380,0
6483,27,M-007-03,Промышленная термическая печь №3,2025-06-16 14:17:00.000 +0300,183.876330,,,,3.972187,51.046380,0
6484,27,M-007-03,Промышленная термическая печь №3,2025-06-16 15:37:00.000 +0300,203.062450,,,,4.176183,42.130176,0
6485,27,M-007-03,Промышленная термическая печь №3,2025-06-19 08:24:00.000 +0300,203.062450,,,,4.176183,42.130176,0
6486,27,M-007-03,Промышленная термическая печь №3,2025-06-19 08:21:00.000 +0300,203.062450,,,,4.176183,42.130176,0
6487,27,M-007-03,Промышленная термическая печь №3,2025-06-19 09:15:00.000 +0300,192.861700,,,,3.612494,37.917979,0
6488,27,M-007-03,Промышленная термическая печь №3,2025-06-19 09:10:00.000 +0300,183.043340,,,,3.930502,54.679425,0
6489,27,M-007-03,Промышленная термическая печь №3,2025-06-19 08:49:00.000 +0300,179.991495,,,,3.644966,54.442003,0
6490,27,M-007-03,Промышленная термическая печь №3,2025-06-19 12:03:00.000 +0300,197.368208,,,,4.160573,38.525460,0
6491,27,M-007-03,Промышленная термическая печь №3,2025-06-19 10:55:00.000 +0300,194.496675,,,,3.910541,48.206219,0
6492,27,M-007-03,Промышленная термическая печь №3,2025-06-19 10:31:00.000 +0300,185.075963,,,,3.647444,30.997165,0
6493,27,M-007-03,Промышленная термическая печь №3,2025-06-19 11:40:00.000 +0300,194.123880,,,,4.178979,39.056397,0
6494,27,M-007-03,Промышленная термическая печь №3,2025-06-19 13:20:00.000 +0300,197.368208,,,,4.160573,38.525460,0
6495,27,M-007-03,Промышленная термическая печь №3,2025-06-19 13:02:00.000 +0300,197.368208,,,,4.160573,38.525460,0
6496,27,M-007-03,Промышленная термическая печь №3,2025-06-19 14:49:00.000 +0300,198.097904,,,,4.115512,40.021598,0
6497,27,M-007-03,Промышленная термическая печь №3,2025-06-22 09:27:00.000 +0300,198.097904,,,,4.115512,40.021598,0
6498,27,M-007-03,Промышленная термическая печь №3,2025-06-22 09:22:00.000 +0300,198.097904,,,,4.115512,40.021598,0
6499,27,M-007-03,Промышленная термическая печь №3,2025-06-22 11:07:00.000 +0300,196.617503,,,,4.073634,43.772934,0
6500,27,M-007-03,Промышленная термическая печь №3,2025-06-25 09:15:00.000 +0300,196.617503,,,,4.073634,43.772934,0
6501,27,M-007-03,Промышленная термическая печь №3,2025-06-25 09:06:00.000 +0300,196.617503,,,,4.073634,43.772934,0
6502,27,M-007-03,Промышленная термическая печь №3,2025-06-25 11:46:00.000 +0300,184.173957,,,,4.145056,47.075284,0
6503,27,M-007-03,Промышленная термическая печь №3,2025-06-25 14:10:00.000 +0300,184.173957,,,,4.145056,47.075284,0
6504,27,M-007-03,Промышленная термическая печь №3,2025-06-25 14:00:00.000 +0300,184.173957,,,,4.145056,47.075284,0
6505,27,M-007-03,Промышленная термическая печь №3,2025-06-25 14:59:00.000 +0300,190.774987,,,,4.063056,49.783275,0
6506,27,M-007-03,Промышленная термическая печь №3,2025-06-26 14:57:00.000 +0300,190.774987,,,,4.063056,49.783275,0
6507,27,M-007-03,Промышленная термическая печь №3,2025-06-26 14:33:00.000 +0300,190.774987,,,,4.063056,49.783275,0
6508,27,M-007-03,Промышленная термическая печь №3,2025-06-26 15:52:00.000 +0300,192.680445,,,,4.300693,39.317853,0
6509,27,M-007-03,Промышленная термическая печь №3,2025-06-28 16:41:00.000 +0300,192.680445,,,,4.300693,39.317853,0
6510,27,M-007-03,Промышленная термическая печь №3,2025-06-28 16:32:00.000 +0300,192.680445,,,,4.300693,39.317853,0
6511,27,M-007-03,Промышленная термическая печь №3,2025-06-28 17:59:00.000 +0300,205.544572,,,,3.953014,33.440805,0
6512,27,M-007-03,Промышленная термическая печь №3,2025-06-28 16:45:00.000 +0300,192.680445,,,,4.300693,39.317853,0
6513,27,M-007-03,Промышленная термическая печь №3,2025-06-28 16:25:00.000 +0300,192.680445,,,,4.300693,39.317853,0
6514,27,M-007-03,Промышленная термическая печь №3,2025-06-28 18:08:00.000 +0300,188.258133,,,,3.482924,45.369857,0
6515,27,M-007-03,Промышленная термическая печь №3,2025-06-28 18:03:00.000 +0300,195.369880,,,,3.949250,51.224102,0
6516,27,M-007-03,Промышленная термическая печь №3,2025-06-28 17:39:00.000 +0300,201.250494,,,,3.959210,54.016687,0
6517,27,M-007-03,Промышленная термическая печь №3,2025-06-28 19:07:00.000 +0300,197.189278,,,,4.102322,52.468132,0
6518,27,M-007-03,Промышленная термическая печь №3,2025-06-28 19:09:00.000 +0300,197.189278,,,,4.102322,52.468132,0
6519,27,M-007-03,Промышленная термическая печь №3,2025-06-28 18:45:00.000 +0300,183.466352,,,,3.928140,50.660917,0
6520,27,M-007-03,Промышленная термическая печь №3,2025-06-28 20:38:00.000 +0300,201.190255,,,,4.075888,47.717609,0
6521,27,M-007-03,Промышленная термическая печь №3,2025-06-29 07:07:00.000 +0300,201.190255,,,,4.075888,47.717609,0
6522,27,M-007-03,Промышленная термическая печь №3,2025-06-29 07:01:00.000 +0300,201.190255,,,,4.075888,47.717609,0
6523,27,M-007-03,Промышленная термическая печь №3,2025-06-29 08:04:00.000 +0300,188.870579,,,,3.977220,41.851379,0
6524,27,M-007-03,Промышленная термическая печь №3,2025-06-29 08:50:00.000 +0300,188.870579,,,,3.977220,41.851379,0
6525,27,M-007-03,Промышленная термическая печь №3,2025-06-29 08:30:00.000 +0300,188.870579,,,,3.977220,41.851379,0
6526,27,M-007-03,Промышленная термическая печь №3,2025-06-29 10:24:00.000 +0300,183.386323,,,,3.445771,39.890041,0
6527,27,M-007-03,Промышленная термическая печь №3,2025-06-29 10:19:00.000 +0300,191.372399,,,,4.026431,53.043027,0
6528,27,M-007-03,Промышленная термическая печь №3,2025-06-29 10:05:00.000 +0300,175.768562,,,,3.952050,46.911728,0
6529,27,M-007-03,Промышленная термическая печь №3,2025-06-29 12:30:00.000 +0300,191.468042,,,,4.103745,43.011852,0
6530,28,M-007-04,Промышленная термическая печь №4,2025-01-11 08:35:00.000 +0300,,,,,,,0
6531,28,M-007-04,Промышленная термическая печь №4,2025-01-11 08:16:00.000 +0300,,,,,,,0
6532,28,M-007-04,Промышленная термическая печь №4,2025-01-11 10:55:00.000 +0300,187.710864,,,,4.157421,49.110389,0
6533,28,M-007-04,Промышленная термическая печь №4,2025-01-18 09:00:00.000 +0300,187.710864,,,,4.157421,49.110389,0
6534,28,M-007-04,Промышленная термическая печь №4,2025-01-18 09:00:00.000 +0300,187.710864,,,,4.157421,49.110389,0
6535,28,M-007-04,Промышленная термическая печь №4,2025-01-18 10:36:00.000 +0300,191.152525,,,,4.080794,42.752076,0
6536,28,M-007-04,Промышленная термическая печь №4,2025-01-20 08:55:00.000 +0300,191.152525,,,,4.080794,42.752076,0
6537,28,M-007-04,Промышленная термическая печь №4,2025-01-20 08:49:00.000 +0300,191.152525,,,,4.080794,42.752076,0
6538,28,M-007-04,Промышленная термическая печь №4,2025-01-20 11:15:00.000 +0300,181.607936,,,,3.557572,41.279182,0
6539,28,M-007-04,Промышленная термическая печь №4,2025-01-20 11:10:00.000 +0300,194.014285,,,,4.172645,52.116643,0
6540,28,M-007-04,Промышленная термическая печь №4,2025-01-20 10:54:00.000 +0300,200.662010,,,,4.002380,38.838425,0
6541,28,M-007-04,Промышленная термическая печь №4,2025-01-20 13:32:00.000 +0300,195.936220,,,,3.523757,57.544442,0
6542,28,M-007-04,Промышленная термическая печь №4,2025-01-20 13:27:00.000 +0300,187.909997,,,,4.039520,41.030757,0
6543,28,M-007-04,Промышленная термическая печь №4,2025-01-20 13:11:00.000 +0300,176.280889,,,,4.149066,53.723801,0
6544,28,M-007-04,Промышленная термическая печь №4,2025-01-20 15:34:00.000 +0300,187.224589,,,,4.051521,45.452885,0
6545,28,M-007-04,Промышленная термическая печь №4,2025-01-22 06:05:00.000 +0300,187.224589,,,,4.051521,45.452885,0
6546,28,M-007-04,Промышленная термическая печь №4,2025-01-22 05:48:00.000 +0300,187.224589,,,,4.051521,45.452885,0
6547,28,M-007-04,Промышленная термическая печь №4,2025-01-22 07:51:00.000 +0300,197.507411,,,,3.994234,48.219174,0
6548,28,M-007-04,Промышленная термическая печь №4,2025-01-25 08:05:00.000 +0300,197.507411,,,,3.994234,48.219174,0
6549,28,M-007-04,Промышленная термическая печь №4,2025-01-25 07:48:00.000 +0300,197.507411,,,,3.994234,48.219174,0
6550,28,M-007-04,Промышленная термическая печь №4,2025-01-25 10:57:00.000 +0300,193.343243,,,,3.381620,48.285659,0
6551,28,M-007-04,Промышленная термическая печь №4,2025-01-25 10:52:00.000 +0300,184.791216,,,,4.090748,37.362702,0
6552,28,M-007-04,Промышленная термическая печь №4,2025-01-25 10:47:00.000 +0300,198.142423,,,,4.087025,48.309809,0
6553,28,M-007-04,Промышленная термическая печь №4,2025-01-25 12:19:00.000 +0300,195.502110,,,,3.976460,50.705675,0
6554,28,M-007-04,Промышленная термическая печь №4,2025-01-26 11:16:00.000 +0300,195.502110,,,,3.976460,50.705675,0
6555,28,M-007-04,Промышленная термическая печь №4,2025-01-26 11:04:00.000 +0300,195.502110,,,,3.976460,50.705675,0
6556,28,M-007-04,Промышленная термическая печь №4,2025-01-26 13:33:00.000 +0300,188.588576,,,,4.173117,44.112026,0
6557,28,M-007-04,Промышленная термическая печь №4,2025-01-27 13:18:00.000 +0300,188.588576,,,,4.173117,44.112026,0
6558,28,M-007-04,Промышленная термическая печь №4,2025-01-27 12:54:00.000 +0300,188.588576,,,,4.173117,44.112026,0
6559,28,M-007-04,Промышленная термическая печь №4,2025-01-27 15:44:00.000 +0300,192.273225,,,,3.480522,48.928397,0
6560,28,M-007-04,Промышленная термическая печь №4,2025-01-27 15:39:00.000 +0300,200.983981,,,,4.142427,40.005504,0
6561,28,M-007-04,Промышленная термическая печь №4,2025-01-27 15:33:00.000 +0300,195.954977,,,,4.075850,41.437028,0
6562,28,M-007-04,Промышленная термическая печь №4,2025-01-27 17:38:00.000 +0300,198.153325,,,,3.989244,40.788718,0
6563,28,M-007-04,Промышленная термическая печь №4,2025-01-28 07:22:00.000 +0300,198.153325,,,,3.989244,40.788718,0
6564,28,M-007-04,Промышленная термическая печь №4,2025-01-28 07:03:00.000 +0300,198.153325,,,,3.989244,40.788718,0
6565,28,M-007-04,Промышленная термическая печь №4,2025-01-28 08:51:00.000 +0300,192.692577,,,,3.472844,44.286820,0
6566,28,M-007-04,Промышленная термическая печь №4,2025-01-28 08:46:00.000 +0300,189.993619,,,,4.078084,38.694830,0
6567,28,M-007-04,Промышленная термическая печь №4,2025-01-28 08:21:00.000 +0300,189.046514,,,,3.874008,46.425091,0
6568,28,M-007-04,Промышленная термическая печь №4,2025-01-28 11:22:00.000 +0300,194.319588,,,,4.068444,47.219859,0
6569,28,M-007-04,Промышленная термическая печь №4,2025-01-28 16:01:00.000 +0300,194.319588,,,,4.068444,47.219859,0
6570,28,M-007-04,Промышленная термическая печь №4,2025-01-28 15:37:00.000 +0300,194.319588,,,,4.068444,47.219859,0
6571,28,M-007-04,Промышленная термическая печь №4,2025-01-28 16:46:44.477 +0300,199.409404,,,,3.748603,43.485317,1
6572,28,M-007-04,Промышленная термическая печь №4,2025-01-28 17:20:00.000 +0300,198.976326,,,,4.144514,49.680641,0
6573,28,M-007-04,Промышленная термическая печь №4,2025-01-29 16:16:00.000 +0300,198.976326,,,,4.144514,49.680641,0
6574,28,M-007-04,Промышленная термическая печь №4,2025-01-29 16:03:00.000 +0300,198.976326,,,,4.144514,49.680641,0
6575,28,M-007-04,Промышленная термическая печь №4,2025-01-29 17:10:00.000 +0300,189.036680,,,,3.936149,43.253986,0
6576,28,M-007-04,Промышленная термическая печь №4,2025-01-31 09:59:00.000 +0300,189.036680,,,,3.936149,43.253986,0
6577,28,M-007-04,Промышленная термическая печь №4,2025-01-31 09:39:00.000 +0300,189.036680,,,,3.936149,43.253986,0
6578,28,M-007-04,Промышленная термическая печь №4,2025-01-31 10:42:00.000 +0300,193.655116,,,,3.998787,41.960573,0
6579,28,M-007-04,Промышленная термическая печь №4,2025-02-01 08:00:00.000 +0300,193.655116,,,,3.998787,41.960573,0
6580,28,M-007-04,Промышленная термическая печь №4,2025-02-01 07:47:00.000 +0300,193.655116,,,,3.998787,41.960573,0
6581,28,M-007-04,Промышленная термическая печь №4,2025-02-01 10:15:00.000 +0300,183.729579,,,,4.038335,48.909256,0
6582,28,M-007-04,Промышленная термическая печь №4,2025-02-02 13:57:00.000 +0300,183.729579,,,,4.038335,48.909256,0
6583,28,M-007-04,Промышленная термическая печь №4,2025-02-02 13:43:00.000 +0300,183.729579,,,,4.038335,48.909256,0
6584,28,M-007-04,Промышленная термическая печь №4,2025-02-02 16:23:00.000 +0300,182.406696,,,,3.559886,56.531939,0
6585,28,M-007-04,Промышленная термическая печь №4,2025-02-02 16:18:00.000 +0300,203.092662,,,,3.987286,50.798567,0
6586,28,M-007-04,Промышленная термическая печь №4,2025-02-02 16:18:00.000 +0300,203.092662,,,,3.987286,50.798567,0
6587,28,M-007-04,Промышленная термическая печь №4,2025-02-02 18:02:00.000 +0300,183.433299,,,,3.978766,43.652046,0
6588,28,M-007-04,Промышленная термическая печь №4,2025-02-12 14:31:00.000 +0300,183.433299,,,,3.978766,43.652046,0
6589,28,M-007-04,Промышленная термическая печь №4,2025-02-12 14:23:00.000 +0300,183.433299,,,,3.978766,43.652046,0
6590,28,M-007-04,Промышленная термическая печь №4,2025-02-12 15:50:00.000 +0300,184.546131,,,,4.077314,45.536672,0
6591,28,M-007-04,Промышленная термическая печь №4,2025-02-13 06:17:00.000 +0300,184.546131,,,,4.077314,45.536672,0
6592,28,M-007-04,Промышленная термическая печь №4,2025-02-13 05:59:00.000 +0300,184.546131,,,,4.077314,45.536672,0
6593,28,M-007-04,Промышленная термическая печь №4,2025-02-13 07:29:00.398 +0300,194.001214,,,,3.806115,43.191130,1
6594,28,M-007-04,Промышленная термическая печь №4,2025-02-13 08:39:00.000 +0300,194.676646,,,,4.208363,49.571056,0
6595,28,M-007-04,Промышленная термическая печь №4,2025-02-14 20:04:00.000 +0300,194.676646,,,,4.208363,49.571056,0
6596,28,M-007-04,Промышленная термическая печь №4,2025-02-14 20:04:00.000 +0300,194.676646,,,,4.208363,49.571056,0
6597,28,M-007-04,Промышленная термическая печь №4,2025-02-14 21:09:00.000 +0300,196.464222,,,,4.077668,44.100506,0
6598,28,M-007-04,Промышленная термическая печь №4,2025-02-15 08:45:00.000 +0300,196.464222,,,,4.077668,44.100506,0
6599,28,M-007-04,Промышленная термическая печь №4,2025-02-15 08:31:00.000 +0300,196.464222,,,,4.077668,44.100506,0
6600,28,M-007-04,Промышленная термическая печь №4,2025-02-15 09:46:00.000 +0300,180.729242,,,,3.568665,37.981958,0
6601,28,M-007-04,Промышленная термическая печь №4,2025-02-15 09:41:00.000 +0300,195.635084,,,,3.929700,47.578586,0
6602,28,M-007-04,Промышленная термическая печь №4,2025-02-15 09:25:00.000 +0300,202.730516,,,,3.916198,45.419591,0
6603,28,M-007-04,Промышленная термическая печь №4,2025-02-15 10:38:00.000 +0300,190.331819,,,,3.549472,44.304356,0
6604,28,M-007-04,Промышленная термическая печь №4,2025-02-15 10:33:00.000 +0300,192.367996,,,,3.987464,46.954120,0
6605,28,M-007-04,Промышленная термическая печь №4,2025-02-15 10:32:00.000 +0300,186.362281,,,,4.068407,49.022801,0
6606,28,M-007-04,Промышленная термическая печь №4,2025-02-15 12:04:00.000 +0300,203.442878,,,,4.089867,45.967619,0
6607,28,M-007-04,Промышленная термическая печь №4,2025-02-19 13:57:00.000 +0300,203.442878,,,,4.089867,45.967619,0
6608,28,M-007-04,Промышленная термическая печь №4,2025-02-19 13:54:00.000 +0300,203.442878,,,,4.089867,45.967619,0
6609,28,M-007-04,Промышленная термическая печь №4,2025-02-19 16:32:00.000 +0300,196.985446,,,,4.102533,52.583160,0
6610,28,M-007-04,Промышленная термическая печь №4,2025-02-19 22:34:00.000 +0300,196.985446,,,,4.102533,52.583160,0
6611,28,M-007-04,Промышленная термическая печь №4,2025-02-19 22:18:00.000 +0300,196.985446,,,,4.102533,52.583160,0
6612,28,M-007-04,Промышленная термическая печь №4,2025-02-20 01:02:00.000 +0300,180.406732,,,,4.176575,48.030021,0
6613,28,M-007-04,Промышленная термическая печь №4,2025-02-21 17:28:00.000 +0300,180.406732,,,,4.176575,48.030021,0
6614,28,M-007-04,Промышленная термическая печь №4,2025-02-21 17:05:00.000 +0300,180.406732,,,,4.176575,48.030021,0
6615,28,M-007-04,Промышленная термическая печь №4,2025-02-21 20:19:00.000 +0300,190.287029,,,,4.145740,46.950764,0
6616,28,M-007-04,Промышленная термическая печь №4,2025-03-04 09:59:00.000 +0300,190.287029,,,,4.145740,46.950764,0
6617,28,M-007-04,Промышленная термическая печь №4,2025-03-04 09:56:00.000 +0300,190.287029,,,,4.145740,46.950764,0
6618,28,M-007-04,Промышленная термическая печь №4,2025-03-04 11:31:00.000 +0300,187.714986,,,,4.033959,51.372580,0
6619,28,M-007-04,Промышленная термическая печь №4,2025-03-09 06:55:00.000 +0300,187.714986,,,,4.033959,51.372580,0
6620,28,M-007-04,Промышленная термическая печь №4,2025-03-09 06:35:00.000 +0300,187.714986,,,,4.033959,51.372580,0
6621,28,M-007-04,Промышленная термическая печь №4,2025-03-09 08:32:00.000 +0300,177.305165,,,,4.113801,40.816958,0
6622,28,M-007-04,Промышленная термическая печь №4,2025-03-10 08:07:00.000 +0300,177.305165,,,,4.113801,40.816958,0
6623,28,M-007-04,Промышленная термическая печь №4,2025-03-10 07:50:00.000 +0300,177.305165,,,,4.113801,40.816958,0
6624,28,M-007-04,Промышленная термическая печь №4,2025-03-10 08:45:00.000 +0300,192.479943,,,,4.074399,41.618978,0
6625,28,M-007-04,Промышленная термическая печь №4,2025-03-10 09:30:00.000 +0300,192.479943,,,,4.074399,41.618978,0
6626,28,M-007-04,Промышленная термическая печь №4,2025-03-10 09:20:00.000 +0300,192.479943,,,,4.074399,41.618978,0
6627,28,M-007-04,Промышленная термическая печь №4,2025-03-10 12:25:00.000 +0300,170.734378,,,,4.122312,47.092455,0
6628,28,M-007-04,Промышленная термическая печь №4,2025-03-11 11:32:00.000 +0300,170.734378,,,,4.122312,47.092455,0
6629,28,M-007-04,Промышленная термическая печь №4,2025-03-11 11:32:00.000 +0300,170.734378,,,,4.122312,47.092455,0
6630,28,M-007-04,Промышленная термическая печь №4,2025-03-11 13:08:00.000 +0300,185.450881,,,,4.029824,49.730977,0
6631,28,M-007-04,Промышленная термическая печь №4,2025-03-13 08:56:00.000 +0300,185.450881,,,,4.029824,49.730977,0
6632,28,M-007-04,Промышленная термическая печь №4,2025-03-13 08:42:00.000 +0300,185.450881,,,,4.029824,49.730977,0
6633,28,M-007-04,Промышленная термическая печь №4,2025-03-13 10:42:00.000 +0300,193.175297,,,,3.552108,47.172577,0
6634,28,M-007-04,Промышленная термическая печь №4,2025-03-13 10:37:00.000 +0300,190.575131,,,,4.047363,44.736317,0
6635,28,M-007-04,Промышленная термическая печь №4,2025-03-13 10:22:00.000 +0300,186.526525,,,,3.865124,42.200629,0
6636,28,M-007-04,Промышленная термическая печь №4,2025-03-13 11:35:00.000 +0300,190.755004,,,,4.214028,43.822032,0
6637,28,M-007-04,Промышленная термическая печь №4,2025-03-14 09:33:00.000 +0300,190.755004,,,,4.214028,43.822032,0
6638,28,M-007-04,Промышленная термическая печь №4,2025-03-14 09:18:00.000 +0300,190.755004,,,,4.214028,43.822032,0
6639,28,M-007-04,Промышленная термическая печь №4,2025-03-14 10:20:00.000 +0300,171.379905,,,,3.538152,39.492644,0
6640,28,M-007-04,Промышленная термическая печь №4,2025-03-14 10:15:00.000 +0300,197.236870,,,,4.267970,50.935572,0
6641,28,M-007-04,Промышленная термическая печь №4,2025-03-14 10:05:00.000 +0300,183.696541,,,,3.957537,39.868963,0
6642,28,M-007-04,Промышленная термическая печь №4,2025-03-14 12:57:00.000 +0300,190.601699,,,,4.163234,46.863019,0
6643,28,M-007-04,Промышленная термическая печь №4,2025-03-22 08:21:00.000 +0300,190.601699,,,,4.163234,46.863019,0
6644,28,M-007-04,Промышленная термическая печь №4,2025-03-22 08:18:00.000 +0300,190.601699,,,,4.163234,46.863019,0
6645,28,M-007-04,Промышленная термическая печь №4,2025-03-22 09:41:00.000 +0300,205.851010,,,,4.036741,46.117356,0
6646,28,M-007-04,Промышленная термическая печь №4,2025-03-22 13:15:00.000 +0300,205.851010,,,,4.036741,46.117356,0
